White,Alchy,Junky,Super,Married,Felon,Workrel,Propty,Person,Male,Priors,School,Rule,Age,Tservd,Follow,Recidivate
0,0,0,1,0,0,0,0,1,1,6,2,0,61,10,46,1
1,1,0,1,1,1,0,1,0,1,0,18,0,66,19,49,1
1,0,0,1,0,0,0,1,0,1,0,7,0,17,5,49,1
0,1,0,1,0,0,0,1,0,1,0,11,0,22,5,47,1
1,0,0,1,1,1,1,0,0,1,0,14,0,30,3,56,1
1,0,0,1,0,1,1,1,0,1,3,8,0,20,7,46,0
0,1,0,1,1,1,0,1,0,1,6,12,15,29,91,51,1
0,1,0,1,1,0,1,0,0,1,1,5,0,40,4,47,1
1,0,0,1,0,0,0,0,0,1,1,12,1,24,6,51,0
0,0,0,1,1,0,0,0,0,1,0,7,0,43,2,46,1
1,0,0,1,0,0,1,0,1,1,5,11,0,45,15,55,1
0,0,0,1,0,1,0,0,0,1,0,10,1,22,36,50,0
1,0,0,1,0,1,1,0,0,1,0,14,0,33,23,51,1
1,0,0,1,1,1,0,0,1,1,0,11,1,32,12,49,1
1,1,1,1,0,0,0,1,0,1,0,8,1,17,13,54,0
0,0,0,1,0,0,0,1,0,1,1,10,0,21,5,50,0
1,0,1,0,0,0,1,0,0,1,0,9,11,21,39,52,0
1,1,0,1,0,1,1,0,1,1,10,12,1,35,21,49,1
1,0,0,1,0,0,0,0,0,1,0,9,3,17,15,52,0
1,0,1,1,1,1,0,1,0,1,1,10,5,26,32,46,1
0,1,0,1,1,1,1,1,0,1,1,3,1,28,57,50,1
0,0,0,1,0,1,0,1,0,1,0,15,15,27,70,52,1
1,0,0,1,0,0,1,0,0,1,0,9,1,23,33,51,1
0,0,0,1,0,1,1,1,0,1,6,12,0,37,7,49,1
1,0,0,1,0,1,0,0,0,1,0,15,1,23,17,52,1
1,1,0,1,0,0,1,0,0,1,0,11,0,22,3,55,1
0,0,0,1,0,0,0,0,1,1,1,11,0,26,3,49,0
1,0,0,1,0,1,1,0,0,1,0,12,1,21,10,52,0
1,0,0,1,0,1,1,1,0,1,0,11,5,25,52,49,0
0,0,0,1,1,0,0,1,0,1,0,14,0,26,11,48,0
0,0,0,1,0,1,1,1,0,1,2,11,2,31,124,52,0
1,1,0,1,1,0,1,0,0,1,0,12,0,24,6,55,1
1,0,0,0,1,0,1,0,0,1,3,11,1,26,10,53,1
1,0,0,0,0,1,1,0,0,1,2,10,0,30,3,54,1
1,0,1,1,0,1,1,1,0,1,0,7,1,25,21,46,1
1,0,0,0,0,0,0,1,0,1,0,8,2,17,11,52,0
0,0,1,1,0,1,1,1,0,0,0,11,0,20,32,56,0
0,0,0,1,0,1,1,1,0,0,0,10,6,22,48,53,1
1,0,0,1,1,1,1,0,0,1,2,9,0,25,20,47,0
0,0,0,1,0,0,0,0,0,1,2,10,1,28,6,52,1
0,0,1,0,0,1,0,1,0,0,2,9,2,29,19,56,1
0,0,0,1,0,0,1,1,0,1,1,9,2,24,22,47,0
1,1,0,1,0,0,0,0,1,1,2,10,0,33,4,55,1
1,1,0,1,0,1,0,1,0,1,2,10,0,21,13,54,0
1,1,0,1,1,0,0,0,0,1,1,10,0,55,4,51,1
1,1,1,1,0,1,1,0,0,1,0,8,0,19,13,50,1
1,0,0,1,0,0,0,1,0,0,0,9,0,21,3,52,1
0,1,0,1,0,0,0,0,0,1,0,10,0,27,2,48,1
0,0,0,1,0,1,0,0,0,0,1,10,0,20,6,48,0
0,0,0,1,0,1,1,1,0,1,2,9,5,21,29,55,1
0,0,0,1,0,0,1,0,0,1,0,11,0,25,19,51,1
1,1,0,0,0,0,1,0,0,1,8,9,0,43,10,56,1
1,0,1,1,0,1,0,1,0,1,1,9,1,18,14,49,0
0,0,0,1,0,0,0,1,0,1,0,8,1,20,4,46,1
1,0,0,1,1,1,1,1,0,1,0,11,2,24,20,51,0
0,1,0,1,1,0,0,0,0,1,5,9,0,30,4,50,1
0,1,0,1,0,0,1,0,0,1,0,9,0,33,9,50,1
1,1,0,1,0,0,1,1,0,1,0,13,0,51,8,57,1
0,0,0,1,0,0,0,0,0,1,1,8,0,23,5,46,0
1,0,0,0,1,1,0,1,0,1,8,12,35,30,92,46,1
1,0,1,0,1,0,0,0,0,1,9,8,2,34,43,47,1
0,0,0,1,0,1,1,0,1,1,0,8,0,33,41,46,1
1,0,0,1,0,1,1,0,0,1,0,8,0,25,11,54,1
0,0,0,1,0,1,0,1,0,1,0,9,1,18,23,53,0
1,0,0,1,0,1,0,1,0,1,0,8,0,18,5,56,0
0,0,0,1,0,0,0,0,0,1,1,11,0,26,18,57,0
0,0,0,0,0,1,0,1,0,1,5,9,2,28,26,52,0
0,0,0,1,0,0,1,0,0,1,0,11,0,23,10,51,1
1,0,0,1,0,1,0,1,0,1,1,10,1,17,7,54,0
0,0,1,1,1,1,1,0,1,1,0,10,1,37,36,50,1
0,0,0,1,1,1,0,0,0,1,4,12,6,32,69,53,0
0,0,1,0,0,1,0,1,0,1,7,9,1,32,38,55,1
1,1,0,1,0,0,1,0,0,1,1,5,0,29,11,51,0
0,0,0,1,0,0,0,1,0,1,0,10,1,22,27,55,0
1,0,0,0,1,0,0,0,0,1,0,8,1,29,54,54,1
0,1,0,1,0,1,0,1,0,1,4,10,13,32,96,47,1
0,0,0,1,0,1,0,0,0,1,5,12,0,32,7,53,0
1,0,0,1,0,0,1,0,0,1,0,10,10,22,37,47,1
0,1,1,1,0,0,0,0,0,1,5,10,0,27,5,55,1
1,1,0,1,1,0,1,0,0,1,3,10,1,41,6,54,1
0,0,0,1,0,1,0,1,0,1,1,8,0,28,11,49,1
0,1,1,1,0,1,0,1,0,1,0,11,1,19,7,51,0
1,1,0,1,0,0,1,0,0,1,0,9,0,55,6,51,1
1,0,0,1,0,1,1,1,0,1,1,12,5,25,32,54,1
1,0,0,0,0,1,0,0,1,0,0,13,0,23,4,52,1
0,0,0,1,0,0,0,0,0,1,0,11,1,21,30,52,1
1,0,1,0,0,0,0,1,0,1,0,11,1,21,5,52,1
1,0,1,1,0,0,0,1,0,1,0,10,0,18,8,51,1
0,0,0,1,1,0,0,1,0,1,2,10,2,22,12,50,0
1,1,0,1,0,0,0,1,0,1,3,8,0,30,4,52,1
0,0,0,0,0,1,0,0,0,1,10,6,0,45,6,56,0
0,0,0,1,0,0,1,0,0,1,0,12,6,24,57,51,0
0,0,0,1,1,0,0,1,0,1,0,8,0,18,5,57,1
1,1,0,1,1,0,1,0,0,1,0,9,0,32,2,53,0
0,0,0,0,0,0,0,0,0,1,1,8,2,42,10,46,1
1,1,1,0,0,0,1,1,0,1,0,6,1,19,20,52,1
0,0,0,1,0,0,1,0,1,1,1,10,0,23,5,52,1
1,0,0,1,0,0,1,1,0,1,0,11,0,23,4,51,1
0,0,0,1,0,0,0,0,1,1,0,8,0,33,5,53,1
1,1,0,1,1,0,0,0,0,1,0,6,0,43,3,52,1
0,0,0,1,0,0,0,1,0,0,0,12,0,21,4,47,1
0,0,0,1,0,0,1,0,1,1,3,11,0,22,7,49,0
1,0,0,1,0,0,0,0,0,1,0,8,1,18,8,53,1
0,1,0,0,0,1,1,0,0,1,3,7,1,34,18,49,1
0,0,0,1,0,1,0,0,1,1,3,10,1,57,92,48,1
1,0,1,1,0,1,1,0,1,1,6,7,1,32,62,56,1
1,1,0,0,0,0,0,0,0,1,5,10,2,25,11,52,1
0,1,1,1,0,0,1,0,0,1,0,9,1,25,14,57,0
0,1,0,1,0,0,0,0,1,1,1,9,1,22,5,52,1
1,1,0,1,0,0,0,0,1,1,0,7,1,36,10,54,1
0,0,0,0,0,1,1,1,0,1,0,10,12,22,35,52,1
1,0,0,1,0,1,0,1,0,1,0,9,0,18,11,48,1
0,0,0,1,0,0,1,0,0,1,1,12,1,25,30,50,1
0,1,0,0,0,0,0,0,0,1,1,4,0,63,16,54,0
0,1,1,1,0,1,1,1,0,1,2,9,2,20,15,48,1
0,1,1,1,0,1,0,1,0,1,6,7,8,29,40,55,0
1,0,0,1,1,1,0,1,0,1,0,9,0,16,6,54,1
0,1,0,1,0,1,1,1,0,1,9,9,3,48,128,53,0
0,0,0,0,0,0,0,0,0,1,2,14,8,31,63,53,1
1,0,0,1,1,1,1,0,0,0,0,8,0,20,20,49,1
1,0,0,1,1,1,1,0,1,1,1,9,0,38,7,46,0
1,1,0,1,0,0,0,0,1,1,2,4,0,67,6,56,1
0,1,0,0,0,0,0,0,0,1,2,9,0,32,6,47,1
0,0,0,0,0,1,0,1,0,1,0,11,0,19,5,52,1
0,1,0,1,0,1,0,1,0,1,5,5,0,42,6,53,1
0,0,0,1,0,0,1,0,1,1,1,5,1,40,8,47,1
0,1,0,1,0,0,0,0,0,1,0,9,0,23,18,56,0
1,0,1,1,0,1,1,1,0,1,3,7,0,37,34,53,1
1,0,0,1,0,0,1,0,0,1,0,10,2,38,29,49,1
1,1,1,1,0,0,0,0,0,0,0,7,1,21,13,53,1
1,1,0,1,1,0,1,0,0,1,0,7,0,29,5,46,1
1,0,0,0,0,1,1,0,0,1,0,9,1,27,22,52,1
0,0,1,1,0,0,0,0,0,1,0,9,0,22,15,57,1
1,0,1,1,0,1,1,1,0,1,3,7,0,37,34,53,1
0,1,0,1,0,1,1,0,0,1,0,4,0,43,4,49,1
1,0,0,0,1,0,0,0,0,1,7,4,2,33,23,49,0
0,0,0,0,1,0,0,0,0,1,0,8,0,43,8,48,1
0,1,0,1,0,0,0,0,0,1,0,16,0,32,2,47,0
1,1,0,1,1,0,1,0,0,1,0,11,0,23,5,49,1
0,0,0,1,1,0,0,0,0,0,0,10,0,20,5,54,1
0,0,1,1,0,0,0,1,0,1,0,8,0,18,7,52,1
0,1,1,1,0,0,0,1,0,1,1,9,0,19,5,46,0
1,1,1,1,0,0,1,0,0,1,0,10,0,24,8,51,1
0,0,1,1,0,1,0,1,0,1,0,9,5,21,22,53,0
1,1,1,1,0,0,0,0,0,1,3,10,0,26,4,47,1
1,0,0,1,1,1,0,1,0,1,0,9,0,21,10,52,1
1,0,0,1,0,0,0,0,0,1,0,9,9,18,30,47,0
0,0,1,1,0,1,1,1,0,1,0,11,0,23,11,47,0
0,1,0,1,0,0,0,0,0,1,0,10,2,20,10,50,1
0,0,1,1,0,1,1,0,1,1,6,9,0,40,40,51,1
0,0,0,1,1,1,1,0,1,1,5,7,0,43,11,57,1
1,0,0,1,1,1,1,1,0,1,0,11,3,26,34,52,1
1,0,0,1,1,0,0,0,0,1,2,9,0,45,4,53,1
0,0,0,1,0,0,0,1,0,1,0,10,1,20,6,46,1
0,0,0,1,0,1,0,0,0,1,1,12,1,22,5,52,0
0,1,0,0,0,0,1,1,0,1,4,4,0,32,5,50,0
0,0,0,1,1,1,1,1,0,1,8,7,5,44,91,56,1
1,0,0,1,0,1,0,0,0,1,13,8,4,33,48,54,0
1,1,0,1,0,0,0,0,0,1,2,9,0,39,6,53,1
0,0,0,1,0,1,1,1,0,1,0,12,0,24,17,48,1
0,0,0,1,1,0,0,0,0,1,1,12,0,59,30,57,1
1,0,0,1,0,1,0,1,0,1,0,9,0,21,9,51,1
0,1,1,1,1,1,1,0,1,1,4,9,2,26,38,53,0
1,0,0,1,1,1,0,0,0,0,0,11,0,21,8,50,1
1,0,1,0,0,1,0,1,0,0,1,8,13,23,50,53,1
0,0,0,1,0,0,0,0,0,1,0,9,2,17,21,52,1
0,1,0,0,1,0,0,0,0,1,0,9,0,33,14,52,0
0,0,0,1,0,1,1,1,0,1,1,5,0,40,40,54,1
0,1,0,0,0,0,0,0,0,1,2,9,0,32,6,47,1
1,0,0,1,1,0,1,0,0,1,0,8,0,41,4,46,1
1,0,0,1,0,1,1,0,0,1,0,12,1,24,33,53,1
0,0,0,1,0,1,0,1,0,1,0,8,2,18,12,56,0
1,0,0,0,0,0,0,1,0,1,0,9,0,19,10,52,0
1,1,0,0,0,0,0,1,0,1,3,10,1,31,21,52,0
1,1,0,1,0,0,0,0,0,1,0,7,0,32,3,56,1
0,1,0,1,1,1,1,1,0,1,1,3,1,28,57,50,1
1,1,0,0,0,1,1,0,1,0,0,8,1,49,28,52,0
1,0,0,1,0,1,0,0,0,1,0,6,0,50,31,52,1
0,0,0,1,0,0,1,0,0,1,1,10,1,23,12,50,1
0,0,0,1,0,0,0,0,0,1,1,10,3,22,28,57,0
1,1,0,1,1,0,1,0,0,1,2,8,0,47,7,54,1
1,1,0,1,0,0,0,0,0,1,0,10,0,45,8,57,0
1,0,1,1,0,0,0,0,0,1,0,10,7,21,25,46,0
1,0,0,1,0,0,0,0,0,1,0,2,2,17,18,56,0
0,1,0,0,0,0,0,1,0,1,0,11,0,20,14,50,0
0,0,0,1,0,1,1,1,0,1,9,8,5,36,103,51,1
0,1,0,1,0,0,1,0,1,1,1,12,0,27,4,46,1
1,0,1,1,0,0,0,0,0,1,0,12,0,22,12,51,1
1,0,0,1,0,0,1,0,0,1,0,12,2,28,23,46,0
0,0,0,1,0,1,1,1,0,1,0,10,27,23,93,55,0
1,0,1,1,0,1,1,1,0,1,0,9,5,17,53,48,0
0,0,1,1,0,0,0,0,0,1,0,10,1,26,15,52,1
1,0,0,1,1,1,0,1,0,1,4,7,2,33,35,52,1
0,0,0,1,0,0,0,1,0,1,2,9,2,22,31,49,1
0,1,0,1,0,1,1,1,0,1,0,6,7,29,25,47,0
0,1,0,1,1,0,1,0,0,1,0,12,0,28,5,52,0
0,0,0,1,1,0,1,0,0,1,5,8,0,38,52,55,1
1,1,0,1,1,0,1,0,0,1,1,11,0,22,16,57,1
1,0,0,1,0,1,0,1,0,1,0,9,0,19,6,53,1
1,0,0,1,0,1,1,1,0,1,1,8,1,23,27,49,0
0,0,0,1,1,0,1,0,0,1,0,12,1,31,51,49,1
0,0,0,1,0,0,0,1,0,1,0,9,0,17,7,51,1
0,1,0,1,0,0,0,0,0,1,0,11,0,26,4,52,1
1,0,0,0,1,0,0,0,0,1,7,4,2,33,23,49,0
1,0,1,1,0,1,1,1,0,1,0,8,5,23,61,53,1
0,0,0,0,1,1,1,1,0,1,3,10,2,37,56,49,1
1,0,0,1,0,1,1,1,0,1,0,12,0,23,44,48,0
1,0,0,1,0,0,1,0,0,1,6,6,1,40,14,55,0
1,1,0,0,0,1,1,1,0,1,2,12,0,21,7,52,0
1,0,0,1,0,1,0,1,0,0,0,12,0,21,4,53,1
1,1,0,0,0,0,0,0,0,1,0,9,0,47,37,52,0
1,1,0,1,0,0,0,0,0,1,0,8,0,36,2,48,1
0,0,1,1,0,0,0,0,0,1,0,9,0,22,15,57,1
1,0,0,1,1,1,0,0,0,1,1,19,0,39,8,51,1
1,1,0,1,1,0,1,0,1,1,2,10,4,38,39,55,0
1,0,0,1,0,1,1,1,0,1,0,9,0,20,12,53,1
1,1,0,1,1,0,0,0,0,1,1,12,0,22,4,55,0
1,0,1,1,0,0,0,1,0,1,0,10,1,24,7,57,1
0,1,1,0,0,0,0,0,0,1,1,10,7,20,20,57,0
1,0,0,0,1,0,1,0,0,1,1,7,1,39,4,53,1
1,0,0,1,0,0,1,1,0,1,0,8,1,24,45,49,0
1,0,0,1,0,1,0,0,1,0,0,3,0,59,10,49,1
0,0,1,1,0,1,1,1,0,1,1,9,1,27,54,50,0
1,0,0,0,0,1,1,1,0,1,1,7,8,29,56,52,1
1,1,0,1,0,0,0,0,1,1,0,8,1,21,5,51,0
0,0,0,1,0,0,1,0,1,1,3,11,0,23,8,47,0
0,1,0,1,0,1,1,1,0,1,1,12,3,23,42,53,0
1,1,0,0,1,0,1,0,0,1,3,9,0,29,7,55,1
0,0,0,1,1,0,1,0,0,1,5,8,0,38,52,55,1
1,0,0,1,1,1,1,0,0,0,0,10,0,24,10,46,1
0,0,0,0,0,0,0,1,0,1,0,9,2,18,11,46,1
0,0,0,0,0,0,0,0,0,1,0,13,0,35,4,46,1
0,1,1,1,0,1,1,0,0,1,0,11,1,23,18,50,1
1,1,0,1,0,0,0,0,0,1,4,3,0,50,6,47,1
0,0,1,1,0,0,0,0,0,1,0,12,0,26,1,47,1
0,1,0,1,0,0,1,0,1,1,0,11,0,25,8,57,1
0,1,0,1,1,0,1,0,0,1,2,9,0,32,16,57,1
1,1,0,1,0,0,0,0,0,1,1,7,0,45,2,51,1
1,0,0,1,0,0,0,1,0,1,0,8,0,25,8,54,1
1,0,1,1,0,0,1,0,0,1,9,4,0,52,9,53,1
0,1,0,0,0,1,0,0,1,1,0,11,0,37,15,48,1
1,1,1,1,0,1,0,1,0,1,0,8,0,18,8,49,1
0,1,1,1,0,1,0,1,0,1,0,10,6,23,21,47,1
1,0,1,1,0,1,1,1,0,1,1,8,2,19,33,50,0
0,1,0,1,0,0,0,1,0,1,0,10,0,19,5,53,0
0,0,0,1,0,0,0,0,0,1,0,8,1,21,27,51,0
1,1,0,1,1,0,1,0,0,1,6,11,0,36,6,50,0
0,0,0,1,0,0,0,1,0,0,0,10,6,19,13,56,0
0,0,0,1,0,1,0,1,0,1,0,9,0,18,7,49,1
1,0,0,1,1,1,0,0,1,1,0,14,0,28,24,54,1
1,1,0,1,0,0,1,0,1,1,2,10,2,29,13,55,1
1,0,0,1,0,0,0,0,0,1,0,11,5,19,25,46,1
1,0,0,1,1,1,1,1,0,1,1,12,0,29,17,46,1
1,1,1,1,0,0,0,1,0,0,0,8,0,17,5,56,1
0,0,0,1,0,1,1,1,0,0,0,10,6,22,48,53,1
0,0,0,1,0,1,0,0,1,1,0,12,2,26,28,46,0
0,1,0,1,1,1,0,1,0,1,9,10,1,34,44,47,0
1,1,0,1,0,0,0,0,0,1,3,12,0,38,5,47,1
1,1,1,1,0,0,0,0,1,1,0,8,0,17,6,57,0
0,0,1,1,0,1,1,0,0,1,1,5,3,37,48,49,0
1,0,0,1,1,1,1,1,0,1,1,12,0,29,17,46,1
1,0,1,1,0,1,0,1,0,1,6,6,4,32,51,53,0
1,0,0,0,0,0,0,0,0,1,1,10,6,31,39,57,0
1,1,0,1,1,0,1,0,0,1,3,9,0,39,3,46,1
0,1,0,1,0,0,1,0,1,1,6,10,1,26,12,53,0
1,0,0,1,1,1,0,1,0,1,0,9,1,21,32,53,0
0,1,0,1,0,0,0,1,0,1,0,11,0,26,7,46,1
1,0,0,1,0,1,1,1,0,1,0,9,0,19,7,46,1
0,0,0,1,0,0,0,0,0,1,2,9,2,25,18,56,1
1,0,1,1,0,0,0,1,0,1,2,10,0,27,5,54,1
0,1,1,0,0,0,0,1,0,1,0,9,2,21,12,55,0
1,0,0,1,0,0,1,0,0,0,2,15,0,22,12,56,1
0,0,0,1,0,1,0,0,1,1,6,7,0,35,29,54,1
0,0,0,1,1,0,1,0,0,1,1,11,0,38,5,53,1
1,0,0,1,0,0,1,0,0,1,1,12,0,25,5,46,0
0,1,0,1,1,0,1,0,0,1,0,12,0,36,6,50,1
1,0,0,1,1,1,1,0,0,1,0,12,0,36,3,48,1
0,0,1,0,0,1,0,1,0,1,0,9,0,23,11,57,1
0,0,1,0,0,1,1,1,0,1,2,9,1,21,12,52,0
0,0,1,1,0,0,0,0,0,0,1,12,0,23,4,46,0
0,0,0,1,0,1,1,1,0,1,0,10,0,19,18,46,1
1,1,1,1,0,0,0,1,0,1,0,8,1,18,10,52,0
0,1,0,1,0,0,0,0,0,1,0,10,0,31,5,52,1
1,0,1,1,0,1,1,0,1,1,0,12,1,36,38,53,1
0,0,0,1,0,1,0,1,0,1,0,10,3,18,9,46,1
1,0,0,1,0,1,0,1,0,0,0,12,0,21,4,53,1
0,0,1,1,0,1,0,1,0,1,0,10,1,19,4,46,0
0,0,1,0,0,0,0,0,0,1,0,11,13,19,19,55,0
0,0,0,1,0,1,1,1,0,1,1,11,1,21,20,52,0
0,0,0,0,0,0,0,0,0,1,0,12,0,29,27,54,1
1,1,0,1,0,0,0,0,0,1,5,7,0,37,5,48,1
0,0,0,1,1,0,0,0,0,1,0,8,0,25,6,50,0
0,0,0,1,1,0,1,0,0,1,3,10,1,25,37,46,0
0,0,0,1,1,0,0,0,0,1,0,11,0,43,2,56,1
1,0,0,1,0,0,0,0,0,1,0,9,14,18,21,53,1
1,0,0,1,1,0,1,0,0,1,1,9,0,36,4,53,1
1,1,1,1,1,1,1,0,1,1,4,9,1,39,88,52,0
0,0,0,1,0,0,0,0,0,1,1,9,0,43,2,47,1
1,1,0,1,0,0,0,0,0,1,11,12,0,58,5,48,0
1,0,0,1,0,1,1,0,0,1,2,10,2,25,20,50,1
1,0,0,1,1,0,0,1,0,1,0,8,0,24,3,50,1
1,0,0,1,0,0,0,1,0,1,0,12,3,22,20,55,1
1,0,0,1,0,1,1,1,0,1,0,7,7,26,73,55,1
0,0,0,1,0,0,1,0,0,1,3,11,0,28,24,50,1
1,1,0,1,1,0,0,0,0,1,0,8,1,38,5,48,1
1,0,0,0,1,1,0,0,1,1,0,12,2,27,57,52,1
0,0,0,0,1,0,1,0,0,1,10,7,0,48,7,48,0
0,0,1,1,0,1,1,1,0,1,1,10,0,22,12,54,1
0,1,1,1,0,1,0,1,0,1,0,9,29,21,47,54,0
1,0,0,1,0,0,0,0,0,1,0,7,0,32,3,52,1
0,0,0,1,0,0,0,0,0,1,0,13,0,26,4,54,1
1,1,0,1,0,0,1,0,0,1,0,14,0,24,3,46,0
1,1,0,1,0,0,1,0,0,1,2,10,0,45,10,47,1
1,1,0,0,0,1,1,1,0,1,9,6,2,40,30,52,1
0,1,1,0,0,0,0,1,0,1,0,9,2,21,12,55,0
0,0,1,1,0,0,0,0,1,1,1,11,1,25,6,57,0
0,0,0,0,0,0,1,1,0,1,0,11,2,23,7,48,1
0,0,0,0,0,0,1,0,0,1,0,3,4,31,34,55,1
0,0,0,0,0,0,0,0,0,1,1,11,1,20,19,53,0
1,1,0,1,0,1,1,1,0,1,2,14,7,31,104,53,1
1,0,0,1,1,0,0,0,0,1,5,6,0,60,4,46,1
0,0,0,1,0,0,1,0,0,1,0,12,0,28,4,54,1
0,0,0,1,0,1,1,0,1,1,0,6,0,47,17,49,1
1,1,0,0,1,0,1,0,0,1,2,3,0,52,5,52,1
0,1,0,1,0,1,0,0,1,1,0,11,0,37,4,52,0
1,0,0,0,0,1,0,0,1,0,0,13,0,23,4,52,1
1,0,0,1,0,0,0,1,0,1,0,10,1,18,8,48,1
0,1,0,1,0,0,1,0,0,1,4,10,2,24,10,46,0
0,0,0,0,1,0,1,0,0,0,1,11,5,25,27,56,0
0,1,0,0,1,0,0,0,1,1,2,10,0,54,5,52,1
0,0,0,1,0,0,1,0,1,1,1,7,0,25,4,47,1
0,0,0,1,0,0,0,0,0,1,0,9,4,21,24,48,1
0,0,0,1,0,0,0,0,1,1,0,9,0,17,8,55,0
1,1,1,1,0,0,0,0,0,0,0,12,2,24,33,52,1
0,0,1,0,0,1,0,0,0,1,0,11,0,31,4,48,1
0,0,0,1,0,0,0,0,0,1,0,4,0,44,157,51,1
1,0,1,0,0,1,0,1,0,1,0,12,3,20,21,48,1
1,0,0,1,0,0,1,1,0,1,3,9,0,24,5,53,1
0,1,0,1,0,0,1,0,0,1,0,10,0,23,7,55,1
0,0,0,1,0,1,1,1,0,1,1,12,1,22,42,46,0
0,1,0,1,1,1,0,0,1,1,0,11,1,29,25,56,1
1,0,1,0,0,1,1,1,0,1,1,8,3,28,35,53,0
1,0,0,1,0,0,0,0,0,1,3,8,0,49,17,53,1
1,1,0,1,1,0,1,0,0,1,0,12,0,27,6,54,1
1,1,1,1,0,1,1,0,0,1,0,12,1,24,12,46,0
0,0,0,1,0,1,0,1,0,1,0,10,0,20,5,54,1
1,0,0,1,0,0,1,1,0,1,0,10,1,19,7,50,1
0,0,0,1,0,0,0,0,0,0,0,11,0,19,6,50,1
0,0,0,1,0,1,1,1,0,1,0,10,0,22,54,51,0
0,0,1,1,0,1,0,1,0,1,2,8,2,29,33,51,0
1,0,1,0,0,0,0,0,1,1,0,9,1,20,6,48,1
1,1,0,0,0,0,0,0,0,1,0,8,5,21,29,52,0
1,1,0,1,0,0,0,0,0,1,0,10,0,25,3,52,1
0,1,0,1,0,0,0,0,0,1,0,9,5,20,13,46,0
0,1,0,1,1,1,1,0,0,1,2,9,2,27,22,47,0
1,0,1,1,0,0,0,0,0,1,4,7,0,25,9,52,1
0,1,0,1,1,0,1,0,0,1,0,12,0,49,4,50,1
1,0,0,1,0,0,1,0,0,1,0,14,1,30,9,53,1
0,0,0,1,0,0,0,1,0,1,0,9,0,17,6,49,1
1,0,0,1,0,1,1,1,0,0,0,6,1,21,35,55,0
1,0,0,1,1,1,1,0,1,1,0,9,0,27,30,57,1
1,1,0,0,0,0,0,0,0,1,0,9,0,44,15,49,1
1,0,0,1,0,0,1,0,0,1,0,14,1,30,9,53,1
0,1,0,0,0,0,0,0,0,1,10,8,1,37,5,50,0
1,0,0,1,1,0,1,0,0,1,3,9,1,29,10,47,0
1,0,0,1,0,0,0,1,0,1,0,10,1,17,6,46,0
0,1,0,0,0,1,1,0,1,1,0,3,0,30,13,53,1
1,1,0,1,1,0,1,0,1,1,1,12,0,38,13,49,0
1,0,1,1,0,1,0,0,1,1,2,7,3,35,61,50,0
1,1,0,0,0,0,0,0,0,1,5,10,2,25,11,52,1
0,0,0,1,1,1,1,1,0,1,2,3,0,31,27,47,1
1,1,0,0,0,0,0,1,0,1,23,1,0,43,3,57,0
0,0,0,1,0,1,1,1,0,1,2,9,5,19,27,46,0
1,0,0,1,0,1,1,1,0,1,0,12,1,40,30,49,0
0,0,0,1,0,0,0,1,0,1,0,8,1,17,11,46,1
1,0,0,1,1,0,0,0,0,0,0,9,0,17,4,54,1
0,1,1,1,0,0,1,0,0,1,5,12,0,30,5,51,0
1,0,0,0,1,0,0,1,0,1,0,10,0,21,8,52,1
1,0,0,1,0,0,0,1,0,1,0,11,0,18,9,47,1
1,0,0,1,0,0,0,0,0,0,0,11,0,20,4,55,1
1,1,0,1,1,0,1,0,0,1,0,6,0,43,6,56,1
0,0,0,1,0,1,0,1,0,1,0,8,0,17,11,54,0
0,0,1,1,0,1,1,1,0,1,1,10,4,36,53,46,1
1,1,0,1,1,1,0,1,0,1,0,7,0,21,11,56,0
0,0,0,1,0,0,0,1,0,1,3,8,3,32,81,52,0
0,0,1,1,0,0,0,1,0,0,2,14,2,32,29,55,0
1,1,1,0,0,0,0,1,0,1,0,9,3,19,11,49,0
1,1,1,0,0,1,0,0,0,1,0,10,0,20,3,53,1
0,0,1,1,0,1,0,1,0,1,0,10,4,24,49,50,1
0,0,0,1,0,1,0,1,0,1,0,8,1,17,12,48,1
1,0,0,1,0,0,0,0,0,1,0,10,0,20,44,54,0
0,0,0,1,0,0,0,1,0,1,2,10,5,19,16,48,0
0,1,0,1,0,0,0,0,0,1,0,8,3,25,29,53,1
1,0,0,1,0,0,0,0,0,1,0,12,0,20,12,47,1
1,1,0,0,0,0,1,0,0,1,0,12,0,49,10,57,1
0,0,0,1,0,0,0,1,0,1,0,10,0,17,2,55,1
1,1,1,1,0,1,0,1,0,1,5,9,13,26,103,57,0
1,1,0,1,0,1,1,1,0,1,0,3,0,24,27,52,0
1,1,0,1,1,0,1,0,0,1,1,14,0,58,4,54,1
0,0,0,1,1,1,1,0,1,1,0,14,0,51,9,54,1
1,1,1,1,0,0,1,0,0,1,0,9,1,19,11,48,0
0,1,1,1,0,1,1,1,0,1,2,9,2,20,15,48,1
0,0,0,1,0,1,0,1,0,1,0,8,0,20,5,55,1
1,0,0,1,0,1,0,1,0,0,0,11,0,22,4,54,1
0,1,1,1,0,0,1,0,0,1,0,9,1,25,14,57,0
1,1,0,1,0,0,0,0,0,1,0,10,0,37,4,54,0
1,0,0,1,0,0,1,0,0,1,0,12,0,31,12,57,1
0,1,0,1,1,0,1,0,0,1,0,7,0,32,4,47,0
0,0,0,1,0,1,1,1,0,1,9,8,5,36,103,51,1
